date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linesaggm,lineray1,linefox,linedok,linetalis,linemassey,linepugh,linedonc,linemds,linedoi,linelogic
12/12/15,Houston,126,LA Lakers,97,11,8.18,8.97,10.27,7.4,11.5,5.58,8.7,9.22,7,10,9.84,10.44,,7.21,7.7,1.81,9.24,
12/19/15,Houston,107,LA Clippers,97,-1.5,-1.83,-1.84,-1.73,-2.23,1,-4.19,1.9,-1.64,-2.5,-2,-0.84,-1.4,,-3.03,-2.2,,-2.77,
12/21/15,Houston,102,Charlotte,95,3,0.45,0.54,1.96,-0.84,2.5,-4.27,5.1,0.5,-2.75,1,1.77,1.8,,-4.13,-0.8,,2.74,
12/25/15,Houston,88,San Antonio,84,-7,-8.19,-7.44,-5.7,-9.23,-6,-10.64,-5.6,-7.54,-4.5,-12,-8.63,-6.99,,-11.72,-6,,-6.82,
12/29/15,Houston,115,Atlanta,121,3,0.34,0.04,1.21,-0.61,3,-1.52,3.3,-0.46,-1,2,1.04,1.59,,-1.49,-0.5,,-0.55,
12/31/15,Houston,110,Golden State,114,2.5,-6.65,-7.23,-5.35,-8.39,0,-11.93,-4.3,-8.14,-6.5,-5,0.93,-6.39,,-8.83,-6.9,,-8.27,
1/7/16,Houston,103,Utah,94,7.5,2.78,2.76,4.71,1.41,8.5,-0.94,6.7,2.19,4,4,7.05,2.43,,1.39,2.7,-3.68,5.36,
1/10/16,Houston,107,Indiana,103,1.5,-1.02,-0.06,1.47,-1.38,0,-3.66,1.5,-0.25,2.5,-1,1.1,0.26,,-2.26,-0.5,-8.44,-0.03,
1/13/16,Houston,107,Minnesota,104,8,8.72,7.24,12.02,6.45,10,4.38,11.5,7.42,8.5,14,9.59,9.74,,6.08,7.7,6.8,10.44,
1/15/16,Houston,77,Cleveland,91,-1,-2.68,-2.78,-0.22,-3.04,-3,-3.36,-1.2,-2.72,1,-3,-3.45,-1.34,,-2.58,-3.6,,-4.86,
1/20/16,Houston,114,Detroit,123,3.5,0.89,2.44,3.77,1.09,3.5,-1.52,4,2.1,3,1,2.05,-0.2,0.35,-0.15,1.8,-3.18,-1.06,
1/22/16,Houston,102,Milwaukee,98,3,4.29,4.13,2.22,4.96,3,4.3,4.8,4.35,5.75,3,2.37,6.67,3.22,6.07,6,3.26,4.98,4
1/24/16,Houston,115,Dallas,104,4,2.09,2.36,3.37,2.07,1.5,0.78,3.9,2.05,4.25,5,2.44,4.06,-0.1,2.22,2.2,-0.13,1.06,0
1/30/16,Houston,122,Washington,123,4,4,4.24,6.25,3.66,4,2.45,6.9,3.64,1.75,6,3.53,,2.18,3.65,3.5,,3.96,2
2/2/16,Houston,115,Miami,102,4,2.17,2.14,3.11,1.84,5,0.19,4.4,1.95,2.5,2,3.39,2.45,1.72,2.56,3.8,,1.86,-1
2/6/16,Houston,79,Portland,96,4.5,3.09,4,4.82,3.53,5,0.86,5.4,4.63,0.01,2,2.65,3.37,2.93,2.85,3.7,2.24,2.33,1
2/27/16,Houston,94,San Antonio,104,-6,-7.24,-6.82,-3.63,-8.27,-5,-9.16,-4.9,-7.11,-6,-4,-7.48,-8.36,-8.72,-8.88,-5.5,,-6.49,-12
3/2/16,Houston,100,New Orleans,95,6,4.24,4.02,3.87,4.02,5.5,2.42,6.3,4.24,3,5,2.67,4.32,4.2,,5.8,,5.3,3
3/14/16,Houston,130,Memphis,81,11.5,3.42,2.94,3.96,2.81,10.5,1.16,5.7,2.11,4.5,6,8.6,1.98,1.47,2.99,4.8,,3.32,0
3/16/16,Houston,106,LA Clippers,122,3.5,0.07,0.06,3.53,-1.01,2.5,-2.43,3.4,-0.78,0.01,4,1.45,-0.96,-1.41,-1.97,1.6,,-0.51,-4
3/18/16,Houston,116,Minnesota,111,8.5,6.87,7.07,7.58,6.76,8.5,5.19,8.8,7.54,7,9,8.06,6.42,5.9,6.49,8.4,,6.01,3
3/23/16,Houston,87,Utah,89,1.5,1.35,1.54,1.59,1.32,3,-0.98,3.8,2.14,2.5,1,2.94,1.13,1.2,1.01,0.2,,3.03,-1
3/25/16,Houston,112,Toronto,109,0,-1.11,-0.92,-0.68,-0.96,0,-3.29,1.8,-1.08,-0.25,1,0.51,-1.99,-2.5,-1.58,-0.7,,-0.09,-5
3/31/16,Houston,100,Chicago,103,6.5,-2.36,4.82,7.99,3.99,5,4.04,8.8,3.72,5.5,12,7,4.09,,4.3,5.6,,2.66,2
4/3/16,Houston,118,Oklahoma City,110,-3,-4.37,-3.92,-4.32,-4,-3.5,-4.73,-1.6,-3.38,1,-6,-4.08,-4.85,-4.5,-4.54,-3.6,,-3.6,-8
4/7/16,Houston,115,Phoenix,124,12,10.78,9.97,12.39,9.34,12,8.1,13.6,9.25,8.5,16,13.65,8.62,10.16,10.07,9.9,,10.84,9
4/10/16,Houston,130,LA Lakers,110,14.5,11.49,10.98,10.72,11.06,13,8.18,13.2,11.1,7,16,15.46,10.94,10.55,11.09,11.6,,11.01,9
4/13/16,Houston,116,Sacramento,81,15,5.56,5.39,6.08,5.07,15,2.99,8,5.55,4,7,8.41,4.23,4.49,4.59,7.2,,6.88,2
4/21/16,Houston,97,Golden State,96,-5,-5.95,-6.1,-4.55,-6.48,-6,,-2.3,-6.91,-2.5,-4,-4.82,,-8.26,-6.86,-4.7,,-7.41,-9
4/24/16,Houston,94,Golden State,121,-8.5,-5.87,-5.89,-3.06,-5.97,-7.5,,-2.1,-7.12,-2.5,-4,-7.84,,-6.55,-6.56,-4.9,,-7.4,-9
10/29/15,Indiana,103,Memphis,112,-3,-0.19,-0.5,-1.28,-0.16,-3,-1.7,2.2,-0.78,,3,-2.36,0.77,,0.29,-0.2,-4.42,2.61,
10/31/15,Indiana,76,Utah,97,3.5,1.66,1.14,1.23,0.97,4.5,-0.95,4.8,1.76,,-2,1.17,1.67,,4.47,3.4,0.03,3.93,
11/4/15,Indiana,100,Boston,98,-2,1.31,0.37,0.9,-0.17,-1,-0.58,5.3,1.14,,0.01,-2.05,2.75,,-1.52,3.6,2.79,4.44,
11/6/15,Indiana,90,Miami,87,-1,0.13,-2.05,-1.24,-2.89,-1,-1.85,1.2,-1.79,,4,-4.28,3.72,,-6.33,4.8,5.14,3.32,
11/9/15,Indiana,97,Orlando,84,4.5,4.58,2.68,3.27,2.08,3.5,1.43,8.1,3.44,,6,3.4,8.03,,4.85,6,,5.65,
11/13/15,Indiana,107,Minnesota,103,7,6.41,4.73,5.37,4.64,6.5,4.63,8.2,4.15,,11,3.74,11.02,,3.61,9.4,11.03,1.81,
11/21/15,Indiana,123,Milwaukee,86,5.5,8.63,6.7,5.54,7.07,4.5,11.92,7.1,5.03,8.25,13,7.28,8.43,,15.17,6.8,11.45,6.68,
11/27/15,Indiana,104,Chicago,92,3.5,2.79,2.84,2.06,3.07,2.5,3.65,4.3,1.26,3.75,7,-1.43,4.17,,6.65,1.8,,-1.93,
12/8/15,Indiana,123,Golden State,131,-6,-5.42,-5.86,-7.48,-5.55,-6,-7,-3.2,-7.03,2.5,-6,-7,-2.99,,-3.46,-5.1,-3.45,-6.4,
12/11/15,Indiana,96,Miami,83,5,5.1,3.47,4.08,3.64,4,3.57,7.1,2.7,7.5,12,4.13,6.2,,6.04,3.6,7.03,2.78,
12/14/15,Indiana,106,Toronto,90,5,2.68,0.54,-0.01,1.19,4.5,1.49,4.2,0.46,7.5,3,3.15,4.52,,3.75,2.3,5.92,4.28,
12/16/15,Indiana,107,Dallas,81,4.5,6.55,4.9,4.69,5.41,4.5,5.56,6.6,4.63,10,8,3.98,7.11,,8.17,5.5,16.32,4.28,
12/18/15,Indiana,104,Brooklyn,97,10,11.72,11.11,10.86,11.54,11.5,10.49,13,10.97,9.5,16,11.19,9.94,,14.8,9.5,12.71,10.29,
12/23/15,Indiana,106,Sacramento,108,6.5,7.33,6.28,5.04,7.19,6,6.52,9.7,6.69,9,8,5.23,7.64,,9.85,7.8,9.46,5.92,
12/28/15,Indiana,93,Atlanta,87,2,3,1.6,0.16,2.98,2,4.28,5.2,1.64,7,5,2.61,4.27,,4.98,2.5,,0.84,
12/31/15,Indiana,116,Milwaukee,120,5.5,9.21,8.07,7.32,9.37,8,11.16,9.7,7.61,13.5,12,4.92,10.44,,13.45,7.7,,8.77,
1/2/16,Indiana,94,Detroit,82,5,4.21,3.86,2.97,4.57,4.5,3.88,6.1,4.15,3.5,4,3.33,3.4,,7.18,3.7,,3.42,
1/12/16,Indiana,116,Phoenix,97,10,10.02,7.92,10.35,8.16,10.5,7.79,12.4,7.88,12,15,8.43,7.93,,11.04,9,13.62,10.74,
1/15/16,Indiana,104,Washington,118,7,6.09,5.07,1.9,6.33,7.5,7.04,7.8,4.82,3.25,7,5.89,6.72,,8.56,7.6,,4.35,
1/26/16,Indiana,89,LA Clippers,91,-1,0.44,-0.35,-3.79,0.93,0,0.18,1.6,0.03,0.5,-1,-1.35,2.24,1.3,1.95,0.4,3.39,1.11,0
1/28/16,Indiana,111,Atlanta,92,3,2.17,1.87,0.12,2.62,1.5,2.31,3.4,1.87,0.01,1,0.25,4.28,2.85,3.68,2,,2.13,2
1/30/16,Indiana,109,Denver,105,8.5,7.96,7.67,5.41,8.5,8.5,6.84,9.1,8.19,6.5,7,8.48,,8.32,8.83,8.4,,8.77,8
2/1/16,Indiana,106,Cleveland,111,-5,-1.07,-1.44,-3.62,-0.48,-4,-0.57,-0.5,-1.65,-1.75,-2,-4.5,1.91,-1.36,0.6,-2.3,1.83,-0.91,-1
2/6/16,Indiana,112,Detroit,104,4,3.72,3.32,1.74,3.93,3.5,2.67,4.3,3.57,1.75,4,1.91,2.51,4.12,4.86,3.4,7.43,4.1,4
2/8/16,Indiana,89,LA Lakers,87,12,13.13,11.99,9.76,12.98,11.5,12.75,13.2,12.06,8.5,14,12.16,14.15,13.27,15.07,11.9,17.89,12.73,13
2/24/16,Indiana,108,New York,105,7,7.28,7.18,7.4,7.31,8,6.39,9.2,6.94,5.5,10,5.4,7.24,6.65,7.8,7.6,,7.83,5
2/26/16,Indiana,95,Charlotte,96,3.5,3,2.9,0.66,3.61,3,2.18,4.6,3.48,4.5,2,1.82,2.36,3.38,4.13,4.9,,3.95,2
2/28/16,Indiana,102,Portland,111,6,2.79,2.82,-2.13,4.2,4.5,1.92,3.4,4.09,0.5,0.01,0.69,3.97,2.86,4.32,5.3,,4.56,3
3/7/16,Indiana,99,San Antonio,91,-7,-6.81,-6.81,-7.94,-6.46,-6.5,-7.23,-5.1,-6.43,-4.5,-6,-8.5,-5.5,-7.22,,-5.5,,,-9
3/15/16,Indiana,103,Boston,98,2.5,0.5,0.59,-0.52,0.85,1,-1.02,2.3,1.06,3,0.01,-1.71,1.12,0.67,1.77,1,,1.83,-1
3/17/16,Indiana,94,Toronto,101,2.5,0.02,0.32,0.2,0.47,2,-1.4,2.1,-0.03,1.25,-2,0.47,0.6,-0.07,1.26,0.2,,0.18,-2
3/19/16,Indiana,111,Oklahoma City,115,-3.5,-2.37,-2.3,-2.26,-2.41,-3.5,-3.57,-1,-2.1,2.5,-5,-1.35,-2.04,-1.83,-1.73,-0.1,,-3.48,-4
3/21/16,Indiana,91,Philadelphia,75,15,14.18,14.03,13.78,14.1,14.5,12.7,14.5,14.22,7.25,15,16.1,14.96,14.46,15.47,13,,13.16,13
3/24/16,Indiana,92,New Orleans,84,12.5,6.25,6.01,5.48,6.26,13,5.41,7.2,5.9,4.5,6,9.61,7.21,7.27,0,7.2,,7.01,7
3/27/16,Indiana,104,Houston,101,1,2.95,2.91,0.66,3.71,2.5,2.99,3.1,3.19,4.5,0.01,1.69,5.05,4.14,5.69,1.3,,3.85,3
3/29/16,Indiana,96,Chicago,98,7,5.98,5.26,6.78,5.07,6,4.84,7.7,4.36,7,9,7.55,6.31,6.2,6.55,6.3,,2.81,5
3/31/16,Indiana,94,Orlando,114,7.5,-1.91,5.56,4.66,5.86,8.5,3.49,6.1,5.82,7.75,2,6.12,6.31,,6.69,8.1,,4.88,5
4/6/16,Indiana,123,Cleveland,109,3.5,-2.37,-2.5,-3.88,-2.02,-3,-2.26,-1.8,-2.32,-0.25,-7,0.01,-0.04,-2.61,-0.92,-1.3,,-2.59,-4
4/10/16,Indiana,129,Brooklyn,105,13,10.57,10.49,10.49,10.55,14.5,7.35,10.9,10.58,7.75,13,11.31,10.89,11.07,11.66,9.4,,10.26,10
4/12/16,Indiana,102,New York,90,11,6.89,6.82,6.93,6.82,8.5,3.96,8.1,6.81,5.5,8,9.06,,6.58,7.37,6.7,,7.44,5
4/21/16,Indiana,85,Toronto,101,-1.5,0.49,0.35,0.52,0.41,-1,,2.7,-0.04,1.25,1,2.77,,0.59,0.94,-1,,-0.35,-2
4/23/16,Indiana,100,Toronto,83,-1,-0.52,-0.4,-1.68,0.06,-1.5,,0.7,-0.37,1.25,-1,1.32,,-2.49,0.94,-1,,-0.36,-2
4/29/16,Indiana,101,Toronto,83,1.5,0.57,0.53,1.1,0.77,2,-0.27,1.7,0.08,1.25,3,-1.66,,0.44,1.09,-1,,2.63,-1
2/13/16,J. Clarkson,,I. Thomas,,,,,,,,,,,,,,,,,,,,
2/13/16,J. Harden,,S. Curry,,,,,,,,,,,,,,,,,,,,
2/13/16,JJ. Redick,,K. Lowry,,,,,,,,,,,,,,,,,,,,
2/13/16,K. Middleton,,K. Thompson,,,,,,,,,,,,,,,,,,,,
2/13/16,K. Towns,,CJ. McCollum,,,,,,,,,,,,,,,,,,,,
10/29/15,LA Clippers,104,Dallas,88,10.5,7.78,9.09,9.52,8.89,9,5.39,9,9.23,,9,3.67,8.67,,7.17,5,5.88,10.6,
10/31/15,LA Clippers,114,Sacramento,109,10.5,12.14,10.94,10.73,10.98,11.5,10.71,14.5,11.06,,15,12.73,12.19,,12.83,8.6,13.86,13.71,
11/2/15,LA Clippers,102,Phoenix,96,9,10.01,9.72,10.02,9.44,10,9.25,12.6,10.11,,13,6.86,9.31,,12.66,9.1,11.09,6.97,
11/7/15,LA Clippers,105,Houston,109,8,8.41,5.44,4.57,6.2,6.5,8.14,7,5.79,,10,7.07,6.16,,26.99,6.1,,7.44,
11/9/15,LA Clippers,94,Memphis,92,7,7.84,7.33,5.63,9.08,5,8.68,7.3,6.26,,12,5.54,5.37,,13.24,5.6,,8.01,
11/14/15,LA Clippers,101,Detroit,96,2.5,4.36,4.94,5.09,4.93,4,1.51,8.7,4.45,,3,3.65,6.02,,2.25,8.3,,-0.56,
11/19/15,LA Clippers,117,Golden State,124,-7.5,-4.47,-4.4,-4.73,-4.36,-5.5,-8.45,-1.8,-4.11,0.25,-7,-5.9,-1.37,,-5.66,-3.8,-0.81,-5.76,
11/22/15,LA Clippers,80,Toronto,91,6.5,2.33,1.87,2.57,1.67,6,0.67,4.2,2.54,3.25,4,2.92,5.43,,0.26,1.4,,0.41,
11/25/15,LA Clippers,91,Utah,102,4.5,4,3.76,4.58,3.56,4.5,,6.9,4.35,2.75,4,3.94,4.27,,1.09,3.1,,4.41,
11/27/15,LA Clippers,111,New Orleans,90,6,6.3,5.16,2.94,5.61,5.5,6.65,5.3,5.4,11.25,6,7.24,7.3,,6.86,8.2,,8.97,
11/29/15,LA Clippers,107,Minnesota,99,10,7.09,6.28,4.82,6.6,8.5,3.23,8.2,6.27,5.75,8,8.91,11.74,,3.48,6.9,,10.59,
11/30/15,LA Clippers,102,Portland,87,7.5,6.45,6.97,6.79,6.99,8,4.74,7.2,7.48,6,6,4.41,4.29,,4.95,6.2,10.1,7.68,
12/2/15,LA Clippers,91,Indiana,103,1.5,1.17,1.61,0.98,1.7,2.5,-0.07,2.5,2.29,1.5,1,1.18,2.13,,-2.62,1.4,,1.92,
12/5/15,LA Clippers,103,Orlando,101,2.5,5.42,4.28,2.56,4.61,2,2.2,7,4.52,5,5,4.33,9.06,,3.96,7,10.9,5.03,
12/16/15,LA Clippers,103,Milwaukee,90,11,9.91,7.12,6.03,8.43,10,10.15,9.2,7.25,11,12,9.16,10.94,,10.2,8.5,21.06,8.79,
12/21/15,LA Clippers,99,Oklahoma City,100,-2,-1.36,-1.57,-1.52,-2.15,1,-2.09,0,-1.12,-0.5,-3,-2.17,1.53,,-2.91,-0.2,,-1.18,
1/2/16,LA Clippers,130,Philadelphia,99,12.5,15.58,16.65,18.43,15.42,12.5,13.94,16.3,16.53,17,17,12.63,15.63,,16.58,12.9,,14.99,
1/9/16,LA Clippers,97,Charlotte,83,8.5,6.39,7.09,10.98,5.04,7.5,3.97,10.6,5.77,8.75,11,6.62,6.23,,4.52,6.1,-3,8.09,
1/10/16,LA Clippers,114,New Orleans,111,9.5,8.61,8.53,9.58,8.12,8,8.6,9.9,8.24,8.75,11,8.59,8.34,,10.15,8.8,4.1,8.01,
1/13/16,LA Clippers,104,Miami,90,5.5,5.32,4.42,7.28,4.26,5,3.53,8.3,4.45,7.75,8,6.53,6.62,,4.69,5.5,0.55,5.02,
1/16/16,LA Clippers,103,Sacramento,110,6,8.2,8.31,10,7.84,5.5,6.59,11.1,8.41,10.75,9,7.64,8.43,,8.52,7.9,4.72,8.17,
1/18/16,LA Clippers,140,Houston,132,6,5.98,5.49,4.08,5.8,6.5,6.22,6.4,5.43,7.75,6,5.15,6.11,,7.54,6.7,6.45,6.37,
1/29/16,LA Clippers,105,LA Lakers,93,15,15.12,14.77,15.63,14.55,13.5,14.36,16.9,14.6,9,18,,16.04,15.15,15.86,12.3,,14.39,14
1/31/16,LA Clippers,120,Chicago,93,4.5,5.04,5.22,6.51,4.88,5,4.19,7.4,4.85,7.5,7,3.95,4.97,4.45,5.37,5.2,4.25,4.33,3
2/3/16,LA Clippers,102,Minnesota,108,11.5,11.45,11.78,15.32,10.73,11,9.96,13.9,11.74,10.5,15,11.32,11.32,11.16,10.57,10.1,10.77,10.05,8
2/18/16,LA Clippers,105,San Antonio,86,-4.5,-3.98,-3.7,-2.04,-4.63,-3.5,-5.24,-1.8,-3.72,-3,-1,-4.99,-4.16,-5.29,-5.19,-3.8,,-2.19,-8
2/20/16,LA Clippers,112,Golden State,115,-4,-2.84,-2.63,-0.16,-3.33,-4.5,-4.9,0.6,-3.34,0.5,1,-4.39,-3.38,-4,-4.24,-3.3,,-2.74,-5
2/22/16,LA Clippers,124,Phoenix,84,15.5,13.76,12.62,17.23,11.67,16.5,11.91,17,11.99,11.5,20,15.49,10.88,13.86,13.24,14.3,,10.45,12
2/24/16,LA Clippers,81,Denver,87,10.5,10.19,10.28,10.8,10.1,10,9.32,12.2,10.44,6.75,15,10.49,7.87,9.18,9.58,9.9,,9.49,8
2/29/16,LA Clippers,105,Brooklyn,95,12,12.81,12.7,11.58,13.15,12,11.85,14.4,13.23,9.25,14,15.21,11.85,12.11,,12.7,,12.78,11
3/2/16,LA Clippers,103,Oklahoma City,98,1.5,1.32,1.6,3.66,0.7,1,1,4.7,1.14,4,6,-1.49,-0.7,1.06,,0.8,,-0.35,-1
3/5/16,LA Clippers,97,Atlanta,107,6,4.97,4.99,6.41,4.43,4.5,4.37,7.3,4.95,3.25,5,2.96,4.37,4.72,,8,,4.16,3
3/11/16,LA Clippers,101,New York,94,10,9.4,9.41,9.04,9.48,10,9.05,12,9.69,7,11,10.71,7.54,8.41,,9.5,,9.36,7
3/13/16,LA Clippers,90,Cleveland,114,-2.5,0.83,1.19,0.97,1.32,-1,0.95,3.7,1.07,1.25,3,-1.04,,0.17,,-0.1,,-0.31,-1
3/24/16,LA Clippers,96,Portland,94,5,4.71,5.41,3.12,6.14,4.5,4.19,5.7,6.42,2,7,4.37,4.7,4.66,0,2.7,,6.47,5
3/27/16,LA Clippers,105,Denver,90,8.5,7.9,7.87,4.71,8.89,8.5,6.82,8.8,9.1,6.75,9,8.46,7.09,6.96,8.99,8.5,,9.35,6
3/28/16,LA Clippers,114,Boston,90,4,3.06,3,1.73,3.32,3,1.76,5.3,3.74,4.5,5,2.68,2.27,2.61,3.41,3.1,,3.95,1
4/3/16,LA Clippers,114,Washington,109,6.5,7.09,7.03,6.15,7.41,6,5.29,8.6,6.97,5.25,10,6.78,6.89,6.65,8.62,6.1,,6.76,6
4/5/16,LA Clippers,103,LA Lakers,81,14.5,15.04,14.52,13.62,14.92,13.5,11.93,16.8,14.72,10,21,,14.56,14.57,15.74,13.9,,14.2,15
4/10/16,LA Clippers,98,Dallas,91,5,6.48,6.88,6.22,7.16,5,3.56,8.1,6.88,7.5,8,4.44,7.19,6,7.63,7.5,,6.19,5
4/12/16,LA Clippers,110,Memphis,84,7.5,8.67,8.64,11.26,8.15,9,4.17,10.7,7.19,7.5,12,9.42,,7.7,8.66,9.5,,8.33,7
4/17/16,LA Clippers,115,Portland,95,8.5,6.22,5.96,3.77,6.56,7.5,,6.5,6.6,2,8,5.74,,5.69,6.48,5.5,,7.84,6
4/20/16,LA Clippers,102,Portland,81,8,6.97,6.62,5.76,6.87,3,,7.1,6.87,2,10,6.56,,8.09,6.48,5.5,,7.83,6
4/27/16,LA Clippers,98,Portland,108,-2.5,5.24,5.67,2.43,7.05,2,3.5,6.7,5.85,2,6,-1.25,,8.68,7.1,5.4,,4.94,6
10/28/15,LA Lakers,111,Minnesota,112,3,3.88,2.9,2.89,2.9,5,2.93,6.8,2.9,,3,6.35,3.15,,2.68,2.9,4.66,6.43,
11/1/15,LA Lakers,93,Dallas,103,-4.5,-5.09,-2.27,-1.78,-2.17,1,-9.24,0.6,-3.47,,-10,-6.65,-4.62,,-9.32,-3.9,-8.85,-4.51,
11/3/15,LA Lakers,109,Denver,120,2,-0.68,1.69,1.67,1.7,0,-5.59,6.4,0.57,,-7,-0.95,-2.23,,0.28,-1.6,-0.55,-3.28,
11/15/15,LA Lakers,97,Detroit,85,-5,-5.28,-4.59,-4.41,-4.6,-3,-9.98,1.2,-5.38,-10,-10,-3.75,-6.97,,-8.13,-5.1,,-1.65,
11/20/15,LA Lakers,91,Toronto,102,-7,-6.25,-6.45,-4.81,-6.84,-6,-8.08,-2.2,-6.17,-8,-6,-7.1,-6.26,,-6.92,-6.8,,-7.42,
11/22/15,LA Lakers,93,Portland,107,-2.5,-2.42,-1.28,-0.98,-1.34,-1.5,-3.17,1.9,-1.21,-1.75,-4,-3.78,-7.07,,-2.55,-3.3,,-2.23,
11/29/15,LA Lakers,103,Indiana,107,-10,-8.84,-8.52,-8.5,-8.58,-7.5,-10.56,-4.9,-7.46,-6.25,-13,-8.96,-10.1,,-12.65,-7,,-5.84,
12/15/15,LA Lakers,113,Milwaukee,95,-4,-2.83,-4.27,-6.29,-2.2,-2,-1.53,0.9,-4.05,0.5,-4,-3.26,-1.27,,-1.66,-1.6,,-4.69,
12/17/15,LA Lakers,87,Houston,107,-6,-3.34,-3.83,-3.57,-3.43,-6.5,-2.66,-0.9,-4.6,-2,-4,-6.6,-6.02,,-1.43,-3.3,3,-6.11,
12/23/15,LA Lakers,85,Oklahoma City,120,-14,-12.16,-11.76,-11.01,-12.8,-12,-13.05,-8.3,-11.76,-11,-17,-14.12,-10.81,,-14.96,-8.2,-12.01,-12.26,
12/25/15,LA Lakers,84,LA Clippers,94,-12.5,-8.74,-8.19,-7.12,-9.12,-12,-10,-4.8,-8.69,-7.5,-13,,-10.07,,-9.08,-6.2,,-9.87,
1/1/16,LA Lakers,93,Philadelphia,84,3,4.09,5.17,6.2,3.87,4,1.87,6.4,5.05,3.5,2,2.9,2.21,,4.27,4.8,,4.31,
1/3/16,LA Lakers,97,Phoenix,77,1,-1.47,-0.93,3.66,-3.45,-1,-4.85,2.9,-2.47,2,0.01,1.58,-4.23,,-3.38,-4.1,,-2.37,
1/5/16,LA Lakers,88,Golden State,109,-13.5,-13.48,-13.67,-11.72,-15.04,-15,-17.31,-9.8,-15.14,-9,-11,-11.1,-15.13,,-16.17,-13.5,,-12.21,
1/8/16,LA Lakers,113,Oklahoma City,117,-14.5,-11.31,-10.09,-7.86,-12.19,-13,-12.4,-6.8,-11.06,-11,-11,-13.16,-11.97,,-13.18,-9.3,-17.09,-10.91,
1/10/16,LA Lakers,74,Utah,86,-2.5,-5.01,-4.37,-2.75,-5.79,-1.5,-6.9,0.2,-5.13,-4.5,-3,-4.56,-6.77,,-5.7,-4.7,-12.88,-2.78,
1/12/16,LA Lakers,95,New Orleans,91,-3.5,-3.81,-3.14,-2.1,-3.43,-2,-3.16,-1.4,-3.09,0.01,-3,-5.83,-4.81,,-1.81,-2.9,-11.01,-3.83,
1/17/16,LA Lakers,95,Houston,112,-9.5,-5.83,-5.53,-6.57,-5.34,-9,-5.36,-3.5,-5.58,-3.5,-5,-8.46,-7.75,,-4.62,-4.7,-8.02,-5.32,
1/20/16,LA Lakers,93,Sacramento,112,-7,-4.9,-3.62,-4.16,-4.17,-5,-6.23,-1.6,-3.52,-0.5,-6,-6.92,-5.88,-5.27,-4.36,-3.5,-9.99,-3.42,
1/22/16,LA Lakers,95,San Antonio,108,-16,-17.74,-16.43,-14.93,-17.32,-15.5,-18.81,-15,-16.14,-7.5,-22,-14.45,-18.75,-19.29,-19.07,-12.2,-21.87,-17.9,-22
1/26/16,LA Lakers,90,Dallas,92,-7.5,-6.34,-5.76,-5.51,-5.79,-7.5,-6.66,-4.3,-6.03,0.25,-5,-7.36,-6.49,-7.34,-6.19,-5,-9.61,-6.11,-8
1/28/16,LA Lakers,91,Chicago,114,-8.5,-6.86,-6.53,-5.71,-6.74,-8.5,-7.76,-4.4,-7.01,2.5,-6,-7.65,-8.77,-7.37,-6.75,-5.1,,-7.3,-9
1/31/16,LA Lakers,82,Charlotte,101,-4,-5.78,-4.84,-2.77,-5.59,-4,-7.08,-2,-5.02,2.5,-5,-6.15,-7.19,-5.37,-6.22,-4,-11.75,-5.65,-8
2/2/16,LA Lakers,119,Minnesota,115,-5,-2.33,-1.4,0.31,-2.05,-3,-3.98,0.1,-1.02,2.5,-4,-4.67,-1.6,-2.35,-2.19,-1.6,,-2.2,-6
2/19/16,LA Lakers,113,San Antonio,119,-10.5,-14.91,-14.43,-11.88,-15.99,-14,-16.49,-12.3,-15.14,-10,-10,-18,-15.9,-16.24,-17.27,-12.5,,-13.56,-19
2/26/16,LA Lakers,95,Memphis,112,-5.5,-5.61,-5.68,-7.18,-4.89,-4,-6.36,-2.8,-6.34,0.5,-2,-7.52,-5.8,-6.49,-4.82,-5.6,,-5.05,-8
3/1/16,LA Lakers,107,Brooklyn,101,2,0.28,0.17,-1.26,0.69,1.5,-1.54,2.1,0.78,2.25,0.01,1.36,-0.07,-0.3,,2.8,,1.96,-3
3/4/16,LA Lakers,77,Atlanta,106,-9.5,-7.52,-7.05,-5.51,-7.64,-8,-8.54,-4,-7.3,-3.75,-7,-11.46,-7.42,-7.5,,-6.3,,-7.1,-11
3/6/16,LA Lakers,112,Golden State,95,-17.5,-16.07,-15.99,-15.86,-15.94,-16,-18.19,-13.3,-16.34,-6.5,-16,-16.6,-16.19,-17.68,,-14.2,,-13.68,-19
3/8/16,LA Lakers,107,Orlando,98,-3,-2.32,-1.97,2.81,-3.44,-2,-4.55,0.6,-3.22,2.25,3,-4.78,-4.35,-3.23,,-1.6,,-3.45,-6
3/10/16,LA Lakers,108,Cleveland,120,-9.5,-10.32,-9.63,-7.41,-10.63,-10.5,-11.58,-7.1,-10.68,-5.75,-9,-14.2,-10.59,-10.93,,-8.8,,-10.62,-13
3/13/16,LA Lakers,87,New York,90,-2,-2.19,-1.54,0.5,-2.57,0,-3.42,0.8,-2.12,0.01,-1,-2.01,,-2.65,,-3.3,,-2.91,-6
3/15/16,LA Lakers,98,Sacramento,106,-5,-1.98,-1.67,2.1,-2.99,-3,-3.71,0.4,-2.55,0.01,1,-1.34,-3.71,-2.62,-3.23,-2.8,,-0.64,-6
