date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linesaggm,lineray1,linefox,linedok,linetalis,linemassey,linepugh,linedonc,linemds,linedoi,linelogic
12/9/15,Charlotte,99,Miami,81,1,2.07,1.73,3.2,1.05,0,1.51,2,0.94,3,8,0.57,2.45,,2,1.3,,0.05,
12/12/15,Charlotte,93,Boston,98,3,1.88,1.46,2.48,0.58,-1,2.16,1.3,1.34,4.5,3,1.45,-0.42,,2.9,0.8,7.57,-0.12,
12/17/15,Charlotte,109,Toronto,99,-1.5,1.8,0.75,1.4,0.67,1.5,1.63,0.9,0.16,5.25,4,1.34,1.89,,4.2,1.1,3.32,1.99,
12/23/15,Charlotte,89,Boston,102,2,1.62,0.75,1.07,0.35,2.5,1.43,1.7,0.77,4.25,2,0.1,-0.07,,3.32,1.8,7.57,0.24,
12/26/15,Charlotte,98,Memphis,92,2.5,3.52,2.78,1.47,4.68,3.5,5.74,2.7,2.24,8.75,6,1.86,2.07,,8.44,3.1,,1.18,
12/28/15,Charlotte,108,LA Lakers,98,13,12.4,11.02,9.59,12.28,12.5,13.75,9.7,11.38,13.75,17,11.82,12.08,,17.47,10,,12.65,
12/30/15,Charlotte,117,LA Clippers,122,-3,0.05,-0.66,-2.32,0.41,-2,1.41,-0.8,-0.16,3.25,-1,-0.18,-1.22,,5.05,0.6,,-0.52,
1/2/16,Charlotte,90,Oklahoma City,109,-7.5,-3.31,-3.68,-4.58,-3.31,-5.5,-2.18,-3,-3.19,-6,-4,-5.07,-2.43,,-1.05,-2.3,,-4.96,
1/13/16,Charlotte,107,Atlanta,84,-2.5,-0.33,-0.5,-4.19,0.18,-2.5,0.86,0.2,-0.64,-3.25,-2,-4.51,1.11,,2.25,-0.5,7.45,-3.95,
1/16/16,Charlotte,92,Milwaukee,105,6,6.08,4.84,0.71,6.33,5,7.52,4.6,4.54,0.75,6,5.5,7.42,,10.08,5.7,11.75,4.09,
1/18/16,Charlotte,124,Utah,119,3.5,2.47,1.87,-0.42,2.05,3.5,1.36,3,1.83,0.25,0.01,1.63,3.19,,4.04,3.3,5.52,4.7,
1/23/16,Charlotte,97,New York,84,-1,3.7,3.59,0.97,4.52,1.5,3.7,4,3.92,-4.5,4,1.96,5.2,3.6,5.26,2.9,,4.2,4
2/3/16,Charlotte,106,Cleveland,97,-9,-3.88,-3.92,-5.93,-3.14,-9,-3.3,-4.1,-4.03,-6.5,-6,-9,-1.38,-3.57,-2.08,-4.5,-0.85,-3.41,-3
2/5/16,Charlotte,95,Miami,98,3.5,2.64,1.81,1.04,2.25,1,2.21,2.8,1.39,-3,4,0.13,3.29,3.74,4.16,1.8,5.53,2.4,3
2/6/16,Charlotte,108,Washington,104,5,3.45,3.38,2.45,3.9,4.5,3.96,4.6,2.88,-2.5,4,0.82,4.12,3.86,5.93,2.6,0.91,4.35,4
2/8/16,Charlotte,108,Chicago,91,6.5,2.49,1.88,2.72,1.78,5,2.13,2,1.11,5.5,3,0.08,3.45,2.8,3.86,0.3,6.31,2.9,3
3/1/16,Charlotte,126,Phoenix,92,12.5,10.17,8.95,11.93,8.4,13,8.81,13,8.11,8.5,15,9.68,9.89,11.15,,10.5,,6.76,10
3/4/16,Charlotte,108,Indiana,101,3,2.65,2.29,4.02,1.76,3.5,2.18,5,1.73,1.5,6,0.91,2.83,2.85,,1.2,,1.71,2
3/7/16,Charlotte,108,Minnesota,103,9.5,8.62,8.15,9.44,7.76,9.5,7.95,10.1,7.86,7,11,7.17,9.79,8.91,,8.3,,,7
3/9/16,Charlotte,122,New Orleans,113,8.5,6.47,5.67,6.56,5.54,8,5.77,7.7,5.01,3,9,5.38,7.77,7.35,,5.6,,5.78,7
3/11/16,Charlotte,118,Detroit,103,4,3.15,2.9,3.16,2.83,4,2.52,4,2.85,2.5,4,2.52,3.26,4.04,,2.1,,2.82,4
3/12/16,Charlotte,125,Houston,109,5.5,3.96,3.31,2.78,3.67,4.5,4.77,3.7,2.79,3,5,2.39,5.15,4.71,,4.6,,3.56,5
3/14/16,Charlotte,96,Dallas,107,6,6.26,5.62,9.58,4.71,7,5.36,8.1,4.1,4.5,11,5.82,7.1,6,6.41,5.1,,3.8,5
3/16/16,Charlotte,107,Orlando,99,10,7.43,6.57,8.77,6.08,9.5,6.65,8.2,5.62,6.25,12,7.42,7.25,7.14,8.21,6.7,,6.36,7
3/19/16,Charlotte,93,Denver,101,9.5,6.74,6.61,7.27,6.42,8.5,5.89,7.1,6.5,3.75,8,7.21,6.59,6.82,7.41,6.8,,5.79,6
3/21/16,Charlotte,91,San Antonio,88,-6.5,-5.95,-6.64,-5.91,-6.91,-6,-6.56,-5.1,-6.86,-6,-4,-6.67,-4.93,-6.31,-5.8,-5,,-4.57,-8
4/1/16,Charlotte,100,Philadelphia,91,14,14.61,14.43,16.14,13.94,16.5,13.17,15.4,14.16,5.75,16,15.64,15.56,15.15,15.82,13.2,,11.91,14
4/8/16,Charlotte,113,Brooklyn,99,14.5,11.8,11.26,12.64,10.91,15,8.18,13.2,10.77,6.25,17,13.06,12.17,12.43,12.6,10.3,,9.68,11
4/13/16,Charlotte,117,Orlando,103,7.5,6.58,5.96,6.14,5.96,10,3.15,8.9,5.81,6.25,7,7.56,6.94,7.46,7.09,7.4,,6.81,6
4/23/16,Charlotte,96,Miami,80,2.5,1.71,1.41,-1,2.14,3,,2.7,1.68,1.5,-1,3.39,,2.21,3.01,2.4,,1.63,2
4/25/16,Charlotte,89,Miami,85,2,2.92,2.6,2.51,2.68,2.5,,3.3,2.5,1.5,1,2.99,,5.02,3.45,2.3,,3.67,3
4/29/16,Charlotte,90,Miami,97,1.5,3.37,3.15,4.7,2.81,1.5,1.83,4.1,2.76,1.5,3,1.46,,5.8,3.6,2.5,,5.1,3
10/27/15,Chicago,97,Cleveland,95,4.5,-1.02,-0.13,-0.13,-0.13,1.5,-4.86,,-0.13,,-3,-1.67,-0.5,,2.59,-1.1,,-2.16,
11/1/15,Chicago,92,Orlando,87,8,10.74,8.01,8.27,7.67,9,11.29,14.8,9.15,,14,10.61,10.26,,11.41,8.8,12.42,12.88,
11/5/15,Chicago,104,Oklahoma City,98,0,-0.46,-2.56,-2.13,-3,-2,0.36,2,-2.22,,0.01,-2.44,0.46,,3.54,-1.9,,2.35,
11/7/15,Chicago,93,Minnesota,102,9,9.02,8,8.33,7.66,9,10.24,11.5,7.76,,13,8.05,11.62,,8.23,10.1,,3.75,
11/13/15,Chicago,102,Charlotte,97,6.5,3.81,3.49,3.27,3.52,6.5,4.71,9.8,3.67,,3,4.15,5.73,,-0.92,5.8,0.83,2.45,
11/16/15,Chicago,96,Indiana,95,6.5,2.63,2.81,2.04,2.95,5,1.67,5.6,2.95,4,2,4.46,2.8,,2.45,3.1,0.04,1.34,
11/30/15,Chicago,92,San Antonio,89,-4,-2.5,-2.86,-2.07,-3.06,-3.5,-3.53,-0.1,-2.27,0.01,-4,-2.37,-3.3,,-2.32,-2.8,0.21,-4.05,
12/2/15,Chicago,99,Denver,90,9.5,9.99,10.12,11.26,9.91,9,7.1,12.3,10.12,6.25,11,11.28,7.71,,10.86,9.8,,8.45,
12/5/15,Chicago,96,Charlotte,102,6,4.46,4.23,5.07,4.05,6.5,1.9,9.3,4.98,5,6,4.48,5.57,,3.56,4,2.14,2.74,
12/7/15,Chicago,101,Phoenix,103,6.5,5.23,4.82,6.84,4.38,6,2.28,7.3,6,9.5,5,6.73,5.44,,5.9,5.3,,2.81,
12/10/15,Chicago,83,LA Clippers,80,-1.5,1.25,0.74,-0.02,1.01,1.5,0.28,3.5,1.22,9,1,0.69,-0.14,,3.6,3.1,0.95,0.31,
12/12/15,Chicago,98,New Orleans,94,7.5,6.63,6.39,5.87,6.62,6.5,7.07,7.4,6.7,15.25,8,6.22,4.82,,10.7,8,3.23,5.2,
12/14/15,Chicago,115,Philadelphia,96,13,14.15,15.02,15.69,14.01,13.5,11.92,14.9,15.64,14,17,14.72,12.55,,16.55,11.9,10.74,13.35,
12/16/15,Chicago,98,Memphis,85,3.5,4.76,4.32,3.96,5.32,4,4.85,5.6,3.72,8.5,7,3.03,3.04,,8.15,3.7,7.13,2.09,
12/18/15,Chicago,144,Detroit,147,4,3.68,4.2,3.99,3.99,4.5,2.38,6.1,4.63,7.5,3,2.9,2.14,,5.03,4.5,2.71,2.33,
12/21/15,Chicago,102,Brooklyn,105,10.5,9.47,9.84,9.69,9.48,9.5,7.44,10.8,10.45,7,9,9.19,7.59,,10.72,9.2,,10.18,
12/28/15,Chicago,104,Toronto,97,1,0.57,0.12,-0.22,0.14,2,-0.54,2.2,0.47,5,-2,1.3,2.02,,1.2,1.7,,0.49,
12/30/15,Chicago,102,Indiana,100,3.5,0.57,1.02,1.14,0.42,2.5,-0.89,2.2,1.47,0.5,-1,0.94,0.39,,0.39,1.6,,-0.8,
1/1/16,Chicago,108,New York,81,7,6.87,6.46,6.45,6.12,6.5,4.83,7.8,6.84,10,7,5.78,10.04,,7.09,6.2,,7.83,
1/5/16,Chicago,117,Milwaukee,106,8.5,8.18,7.32,6.83,8.09,7,9.18,8,7.27,5.75,9,8.22,9.06,,10.86,8,,6.32,
1/7/16,Chicago,101,Boston,92,6,2.52,3.04,5.07,1.41,4.5,1.47,5.1,2.59,-0.25,4,2.5,1.23,,2.33,1.8,0.05,2.16,
1/11/16,Chicago,100,Washington,114,8.5,6.19,5.35,5.37,5.64,8,6.31,7.7,5.29,3.25,7,6.32,5.61,,7.8,7.2,3.46,7.37,
1/15/16,Chicago,77,Dallas,83,-1.5,3.87,3.68,2.54,3.71,1,3.29,4.2,3.67,7.25,4,1.79,5.27,,5.2,4.6,,4.46,
1/20/16,Chicago,94,Golden State,125,-7,-5.87,-5.82,-5.41,-6.03,-5.5,-7.81,-3.6,-6,0.5,-6,-6.62,-4.42,-6.91,-4.42,-5.2,-7.52,-6.42,
1/25/16,Chicago,84,Miami,89,7.5,4.57,4.21,6.26,3.6,8,3.15,6.8,3.67,1,7,4.06,4.27,4.89,4.97,4.6,,3.51,3
2/19/16,Chicago,116,Toronto,106,-7,-2.61,-2.02,-4.59,-1.37,-5,-3.68,-0.4,-1.17,-2.75,-6,-4.36,-1.13,-2.86,-1.09,-4.2,,-0.72,-3
2/21/16,Chicago,126,LA Lakers,115,7,9.18,9.69,7.82,10.14,7.5,8.46,10.2,10.57,4.5,5,6,9.95,9.87,11.26,9.9,,9.71,10
2/24/16,Chicago,109,Washington,104,1.5,2.78,2.81,0.42,3.56,1.5,2.19,4.6,3.45,-0.25,0.01,1.37,3.43,2.92,4.57,3.6,,4.04,2
2/27/16,Chicago,95,Portland,103,-4.5,0.34,1.39,-3.13,2.43,-3.5,-0.64,2.5,3.27,-3.5,-5,-1.9,0.54,1.55,1.77,-1.8,,2.75,1
3/5/16,Chicago,108,Houston,100,1,0.42,1.03,-2.37,1.99,-1.5,0.59,1.6,1.96,0.5,-4,-2.81,1.39,1.83,,0.2,,3.01,1
3/7/16,Chicago,100,Milwaukee,90,7,3.31,4.13,1.83,4.85,6,2.98,4.3,4.7,0.01,-1,1.4,4.31,4.46,,2.7,,,5
3/11/16,Chicago,96,Miami,118,-3,-0.03,0.65,-1.21,1.18,-1.5,-0.82,1.2,1.23,-1,-1,-2.11,-0.12,1.26,,-3.2,,2.51,0
3/17/16,Chicago,118,Brooklyn,102,6,6.74,7.87,6.78,7.96,0,4.81,7,8.85,3.75,2,7.07,6.84,7.68,8.13,5.4,,7.94,6
3/19/16,Chicago,92,Utah,85,2,-0.43,0.05,-1.96,0.37,2,-2.57,0.6,1.44,0.01,-7,-0.91,-0.08,1.03,0.75,0,,2.32,0
3/21/16,Chicago,109,Sacramento,102,7.5,4.39,4.59,5.81,4.07,5,2.41,5,4.9,1.5,3,5.22,3.08,4.11,4.76,6.5,,5.95,2
3/23/16,Chicago,107,New York,115,8.5,4.96,5.39,6.27,4.99,8.5,3.69,6.2,5.67,1.5,4,6.15,3.57,4.87,5.05,4.1,,6.48,3
3/28/16,Chicago,100,Atlanta,102,-3.5,-4.12,-3.02,-7.61,-2.15,-3.5,-5.97,-4.4,-1.09,-2.25,-14,-3.24,-2.46,-2.76,-2.18,-3.5,,-0.36,-5
4/2/16,Chicago,90,Detroit,94,2.5,0.81,1.32,0.19,1.51,1.5,0.05,2.6,2.09,0.01,-1,1.07,-0.4,1.57,0.94,-0.2,,1.64,0
4/9/16,Chicago,105,Cleveland,102,-6.5,-4.33,-3.99,-4.42,-4.12,-7,-2.87,-3.2,-3.73,-4.25,-8,-4.25,-3.52,-4.31,-3.85,,,-3.99,-6
4/13/16,Chicago,115,Philadelphia,105,9.5,11.02,11.32,10.76,11.22,10.5,8.1,11.2,12.35,3.25,8,12.64,10.73,11.5,11.54,12.3,,13.67,9
10/30/15,Cleveland,102,Miami,92,5.5,9.56,6.5,6.08,6.91,7,13.07,9.9,5.75,,20,6.6,9.35,,8.19,7.6,11.26,13.02,
11/4/15,Cleveland,96,New York,86,10.5,13.4,10.96,11.54,10.45,10.5,18.67,15.2,10.49,,18,10.53,17.46,,14.11,13.4,18,5.36,
11/6/15,Cleveland,108,Philadelphia,102,13.5,18.47,17.47,17.67,17.3,15.5,19.99,20.1,17.7,,21,15.05,16.07,,31.42,13.7,19.47,13.14,
11/8/15,Cleveland,101,Indiana,97,8,8.55,8.19,7.96,8.45,7,11.75,11.9,7.7,,11,7.14,7.7,,9.27,7.5,9.96,2.6,
11/10/15,Cleveland,118,Utah,114,6,5.77,5.67,6.92,5.04,6,4.67,11.6,6.61,,4,1.32,6.4,,3.25,6.8,,6.98,
11/19/15,Cleveland,115,Milwaukee,100,10.5,11.24,9.61,8.6,9.91,10,14.02,12.2,8.88,10.25,15,10.43,11.91,,15.92,9.5,11.23,8.96,
11/21/15,Cleveland,109,Atlanta,97,5,6.44,5.24,6.03,5.08,5,6.77,9.8,5.32,4.25,9,5.71,6.98,,6.78,6.4,5.06,5.55,
11/23/15,Cleveland,117,Orlando,103,8.5,10.42,9.5,10.35,9.31,9.5,5.85,15.2,10.23,5.5,13,9.81,12.6,,10.58,9,,9.58,
11/28/15,Cleveland,90,Brooklyn,88,10,12.92,13.51,13.34,13.53,11,10.61,14.5,14.64,10.5,13,10.44,11.62,,16.7,10.9,,12.29,
12/1/15,Cleveland,85,Washington,97,9,10.08,9.39,9.33,9.44,8.5,9.7,11.6,9.12,6,11,9.11,9.13,,13.23,9.6,,10.31,
12/8/15,Cleveland,105,Portland,100,8.5,6.7,7.01,5.62,7.25,9.5,3.62,9.2,8.48,4.5,3,8.43,5.9,,6.18,7.7,7.33,7.38,
12/17/15,Cleveland,104,Oklahoma City,100,2.5,1.24,1.1,0.98,0.65,4,-1.26,4.4,1.63,-3.5,1,2.04,3.32,,1.06,1,-0.4,0.62,
12/20/15,Cleveland,108,Philadelphia,86,16.5,18.21,18.95,20.68,17.54,17.5,13.87,20.1,19.23,11,22,17.31,16.8,,19.88,13.6,,18.59,
12/23/15,Cleveland,91,New York,84,11.5,9.81,10.23,10.92,9.57,11,5.97,13.1,10.28,7,12,9.4,13.16,,9.84,8.8,4.65,9.57,
1/2/16,Cleveland,104,Orlando,79,8.5,6.54,6.06,5.43,6.01,8,2.31,9.9,6.75,4.25,5,7.94,7.97,,5.31,6.8,,9.01,
1/4/16,Cleveland,122,Toronto,100,7.5,4.53,4.15,4.64,3.63,7,1.55,7.3,4.17,7.25,4,6.29,4.9,,4.23,4.7,,4.79,
1/18/16,Cleveland,98,Golden State,132,3,0.07,-1.2,2.69,-1.16,2,-3.95,3.5,-1.21,2,5,0.03,-2.46,,0.03,-1.2,-1.38,2.23,
1/21/16,Cleveland,115,LA Clippers,102,6.5,3.79,3.14,2.11,3.71,6,1.61,6.5,3.93,-2,4,3.3,1.69,4.6,4.85,5.1,,6.51,2
1/23/16,Cleveland,83,Chicago,96,10.5,7.66,7.04,8.23,6.69,9.5,5.37,10.1,6.7,11.5,11,9.07,4.97,7.99,7.27,8.1,,8.66,6
1/25/16,Cleveland,114,Minnesota,107,13,12,11.79,12.62,11.39,13.5,9,14.4,12.47,15,13,13.74,12.51,12.31,11.89,11.9,,11.92,9
1/27/16,Cleveland,115,Phoenix,93,17,12.8,11.84,14.4,11.27,15.5,9.8,15.5,11.96,14,17,17.13,10.41,13.55,12.49,11.9,12,10.79,12
1/30/16,Cleveland,117,San Antonio,103,-2,-3.44,-2.82,-1.96,-3.58,-1,-5.47,-1.4,-2.3,-0.75,-4,-4.11,,-3.51,-4.42,-1.9,,-2.3,-7
2/5/16,Cleveland,103,Boston,104,7,4.73,4.59,4.21,4.42,7,2.68,6.9,5.62,7,5,6.01,2.79,4.86,4.83,6.9,4.5,5.68,2
2/6/16,Cleveland,99,New Orleans,84,9.5,9.32,8.96,7.61,9.27,11,7.65,11,9.79,7,11,9.99,8.49,11.26,10.57,9.4,4.46,11.42,9
2/8/16,Cleveland,120,Sacramento,100,12.5,9.55,9.54,10.07,9.21,10,7.52,11.4,10.01,8.75,11,9.45,7.86,10.07,9.99,11.4,8.58,9.22,8
2/18/16,Cleveland,106,Chicago,95,12.5,9.3,8.29,10.5,7.69,11.5,7.88,10.3,7.68,10.25,14,10.85,7.31,9.17,9.5,9.7,,10.35,7
2/22/16,Cleveland,88,Detroit,96,9,9.24,9.16,12.31,8.11,9.5,7.47,11.6,8.96,7.25,13,9.68,5.29,9.93,8.53,8.5,,8.83,8
2/24/16,Cleveland,114,Charlotte,103,8,7.22,6.79,4.93,7.2,8,5.68,9,7.83,7.75,8,7.36,4.23,7.85,7.51,9.9,,8.77,6
2/29/16,Cleveland,100,Indiana,96,7.5,6.47,6.23,6.7,5.98,8,5.2,8.6,6.71,6.25,8,7.04,4.33,7.02,,6.9,,7.35,4
3/4/16,Cleveland,108,Washington,83,8.5,7.99,7.33,4.13,8.41,8.5,7.43,8.5,8.15,7,7,9.51,7.86,8.23,,9.6,,9.74,8
3/5/16,Cleveland,120,Boston,103,7.5,4.45,4.04,1.75,4.52,7,3.22,5.4,5.24,6.25,5,4.82,3.13,4.83,,7.4,,6.47,2
3/7/16,Cleveland,103,Memphis,106,12,8.57,8.21,8.28,8.45,10,7.63,9.6,7.46,9.25,12,9.6,7.51,8.25,,8.9,,,7
3/16/16,Cleveland,99,Dallas,98,9.5,9.18,8.87,9.44,8.72,9,7.92,10.7,8.66,9.25,11,9.44,8.66,8.95,9.72,9.6,,8.78,8
3/21/16,Cleveland,124,Denver,91,12,9.53,9.55,7.27,10.17,12,7.89,9.7,10.82,8.5,8,11.36,8.1,9.58,10.16,10.5,,12.29,8
3/23/16,Cleveland,113,Milwaukee,104,11,10.88,10.36,9.11,10.87,11.5,10.2,12,10.47,7.25,11,11.72,10.26,11.01,11.47,10,,12.86,11
3/29/16,Cleveland,100,Houston,106,2,7.01,7.09,5.3,7.71,1.5,7.14,7.7,7.68,7.75,6,1.19,7.06,8.5,9.64,8,,8.08,7
3/31/16,Cleveland,107,Brooklyn,87,15,5.7,13.3,10.82,14.15,14,11.61,13.5,14.52,11,13,15.19,12.57,,14.96,13.1,,13.78,13
4/3/16,Cleveland,112,Charlotte,103,7,5.96,5.7,3.43,6.34,7.5,3.77,6.7,6.78,7.75,6,7.36,3.72,6.33,6.48,7.5,,8.38,5
4/11/16,Cleveland,109,Atlanta,94,5.5,3.51,3.13,-1.02,4.31,5,1.85,3.8,4.82,5,2,4.69,3.24,4.1,4.77,4.2,,6.23,3
4/13/16,Cleveland,110,Detroit,112,2,7.72,7.49,5.89,8.03,2,4.58,9.2,8.09,7.25,9,6.28,6.13,8.6,8.06,8.3,,10.48,8
4/17/16,Cleveland,106,Detroit,101,10.5,7.88,7.02,4.5,7.9,10,,8,7.94,7.25,7,10,,8.26,8.13,8.3,,10.56,7
4/20/16,Cleveland,107,Detroit,90,11,7.88,7.26,5.41,7.86,10.5,,7.8,8.01,7.25,7,9.05,,8.15,8.13,8.3,,10.56,7
5/2/16,Cleveland,104,Atlanta,93,7.5,4.76,4.76,3.2,4.81,7.5,2.8,3.5,5.22,5,4,7.92,,5.54,5.14,4.3,,7.75,3
5/4/16,Cleveland,123,Atlanta,98,7.5,5.22,5.11,4.6,4.93,8,3.82,3.9,5.36,5,6,6.48,,6.83,5.14,4.3,,7.42,4
5/17/16,Cleveland,115,Toronto,84,11,6.56,5.2,5.96,5.33,10.5,2.78,7,4.84,4.5,9,14.63,,,5.95,6,,8.08,4
5/19/16,Cleveland,108,Toronto,89,12,6.84,5.8,7.41,5.84,12,4.9,8.2,5.25,4.5,13,7.58,,,5.95,6,,8.16,4
5/25/16,Cleveland,116,Toronto,78,11,6.32,5.12,3.73,5.78,11,3,7.4,5.08,4.5,7,11.45,,,6.31,8.6,,8.4,4
6/8/16,Cleveland,120,Golden State,90,-1,-0.22,-0.86,-1.01,-0.58,1,-2.71,2,-1.09,2.25,-2,1.95,,,0.07,1.9,,1.74,-2
6/10/16,Cleveland,97,Golden State,108,2.5,1.19,0.16,2.89,-0.03,2,-0.57,3.4,-0.53,2.25,4,1.88,,,0.07,1.3,,1.74,0
6/16/16,Cleveland,115,Golden State,101,2,1.62,0.49,4.07,0.12,2.5,0.95,3.8,-0.35,2.25,6,1.28,,,-0.05,1.3,,1.84,0
2/13/16,D. Booker,,CJ. McCollum,,,,,,,,,,,,,,,,,,,,
2/13/16,D. Cousins,,E. Mudiay,,,,,,,,,,,,,,,,,,,,
11/3/15,Dallas,91,Toronto,102,-1.5,1.49,-0.95,-0.88,-1.04,1,1.39,3.3,-0.74,,3,1.19,1.42,,7.33,-1,5.66,0.68,
11/5/15,Dallas,94,Charlotte,108,4.5,4.84,2.71,3.4,2.05,4.5,6.88,9.1,3.48,,6,2.04,2.1,,13.89,4.2,,2.2,
11/7/15,Dallas,107,New Orleans,98,5,3.72,0.54,0.5,0.59,4.5,3.89,3.4,2.18,,4,1.65,2.16,,18.59,2,,5.17,
11/11/15,Dallas,118,LA Clippers,108,-6.5,-4.44,-5.97,-6.39,-5.88,-5.5,-4.79,-1.5,-5.96,,-6,-6.57,-4.27,,-1.64,-4.8,-3.5,-0.48,
11/13/15,Dallas,90,LA Lakers,82,8.5,8.76,6.51,6.83,6.42,7.5,8.11,7.3,7.32,,11,8.27,9.51,,14.44,8.7,12.51,6.91,
11/20/15,Dallas,102,Utah,93,1.5,-0.41,-0.45,1.21,-0.84,2.5,-1.7,4.5,0.45,0.5,-1,-0.78,-1.89,,-1.13,-1.8,,-1.55,
11/28/15,Dallas,92,Denver,81,9,6.57,6.59,6.85,6.57,9,3.65,10.2,6.15,4.75,6,8.11,4.24,,7.61,6.5,,6.32,
12/4/15,Dallas,96,Houston,100,5.5,4.69,3.88,2.95,4.14,6.5,6.47,6.3,2.98,6.25,6,3.92,0.81,,8.53,6.1,,4.25,
12/9/15,Dallas,95,Atlanta,98,-1.5,0.22,-0.06,0.48,-0.24,1,1.29,4.1,-0.42,5,1,-5.31,-0.26,,0,0,,2.1,
12/12/15,Dallas,111,Washington,114,6.5,3.68,3.17,3.32,3.48,6,5.02,6.5,2.72,3.5,6,4.99,2.5,,6.05,3.5,-3.98,4.54,
12/14/15,Dallas,104,Phoenix,94,4,1.89,2.45,2.63,2.03,4.5,0.41,6.2,2.71,3.5,1,3.19,1.94,,3.01,2.6,-5.29,1.71,
12/18/15,Dallas,97,Memphis,88,2.5,1.84,1.79,1.53,2.87,3,2.99,4.5,1.01,4,3,1.96,0.09,,4.46,1.9,-4.47,2.23,
12/26/15,Dallas,118,Chicago,111,2.5,0.53,0.15,0.47,0.05,3.5,-0.15,3.3,-0.07,-1.5,0.01,1.65,-0.93,,1.44,0.5,,-0.02,
12/28/15,Dallas,103,Milwaukee,93,6,6.24,5.2,4.79,5.95,6.5,7.15,7.4,4.99,6.5,7,5.58,5.8,,8.83,6.2,,5.99,
12/30/15,Dallas,114,Golden State,91,-4,-8.19,-8.59,-8.2,-8.74,-8.5,-10.52,-5.3,-8.88,-5.5,-10,-7.42,-8.36,,-8.11,-6.2,,-7.96,
1/2/16,Dallas,98,New Orleans,105,3,4.68,4.73,5.08,4.44,4,4.99,5.8,4.73,2.5,4,3.9,2.78,,7.96,5,,2.77,
1/5/16,Dallas,117,Sacramento,116,6.5,3.41,3.45,2.65,3.52,4.5,1.8,6,4.22,2.5,1,2.66,3,,4.99,6.4,,1.25,
1/12/16,Dallas,107,Cleveland,110,-5.5,-3.22,-3.06,-2.65,-3.1,-6,-2.6,-1.4,-3.05,-2.75,-5,-5.7,-2.33,,-2.15,-3.2,-2.78,-4.89,
1/18/16,Dallas,118,Boston,113,-1.5,0.09,0.38,1.74,-0.69,-1.5,-1.51,3.4,0.61,0.5,-1,-1.63,-2.3,,0.05,1.2,-2.34,3.26,
1/20/16,Dallas,106,Minnesota,94,6,7.62,8.1,10.59,6.29,9,4.73,10.1,7.56,4.75,8,7.11,7.51,8.14,7.63,8.4,7.28,5.19,
1/22/16,Dallas,106,Oklahoma City,109,-6,-4.2,-3.77,-2.16,-4.56,-6,-5.37,-1,-3.39,2,-6,-5.89,-4.88,-2.07,-4.16,-3.1,-4.49,-6.09,-6
1/29/16,Dallas,91,Brooklyn,79,9,8.68,8.74,8.65,8.56,9.5,6.31,10.6,9.47,8,9,8.92,6.46,9.88,9.41,9.7,,8.79,7
1/31/16,Dallas,91,Phoenix,78,10.5,8.38,7.59,11.09,6.7,12,6.22,11.1,7.34,7.25,12,8.51,5.62,10.15,8.49,8.6,8.27,6.01,8
2/3/16,Dallas,90,Miami,93,3.5,2.28,2.01,1.78,2.04,4,1.1,4.5,2.16,0.25,2,1.08,1.08,4.39,3.37,3.4,1.24,2.08,2
2/5/16,Dallas,90,San Antonio,116,-6.5,-8.45,-7.84,-6.92,-8.81,-7,-10.15,-6.6,-7.41,-8,-10,-10.39,-8.4,-7.72,-9.39,-5.6,-10.07,-6.49,-11
2/21/16,Dallas,129,Philadelphia,103,9,10.52,10.45,8.38,11.05,10,8.74,11.3,11.88,4.25,10,10.94,10.32,11.39,12.05,10.1,,10.64,10
2/24/16,Dallas,103,Oklahoma City,116,-5,-3.79,-3.36,-2.07,-4.18,-4.5,-4.8,-0.3,-3.29,-0.5,-2,-7.08,-5.67,-2.09,-4.52,-4.8,,-3.96,-5
2/26/16,Dallas,122,Denver,116,6,3.66,3.89,1.45,4.47,4.5,2.55,4.3,5.27,2.25,1,3.52,2.04,4.32,4.92,5.4,,5.17,3
2/28/16,Dallas,128,Minnesota,101,7.5,5.47,5.54,4.88,5.48,6,4.25,6.9,6.62,5.5,3,3.95,4.8,6.39,6.24,8.6,,5.87,4
3/1/16,Dallas,121,Orlando,108,5.5,4.25,4.13,5.15,3.76,5.5,2.76,6.2,4.14,4.75,6,3.39,2.24,4.67,,4.8,,4.98,3
3/3/16,Dallas,101,Sacramento,104,7.5,4.77,4.52,5.28,4.15,5.5,3.53,6,4.75,2.5,6,3.61,2.53,5.3,,5.8,,6.56,4
3/7/16,Dallas,90,LA Clippers,109,-5.5,-2.71,-2.44,-3.19,-2.3,-4,-3.39,-1,-1.97,-1.5,-4,-4.29,-2.08,-1.32,,-4.5,,,-2
3/9/16,Dallas,96,Detroit,102,2,0.75,0.8,-1.07,1.17,2,-0.05,1.7,1.9,1,-1,-0.27,-1.01,2.25,,1,,2.28,2
3/12/16,Dallas,105,Indiana,112,0,-0.39,-0.45,-2.02,-0.18,2,-0.59,0.8,0.49,0.01,0.01,-2.71,-1.63,0.55,,0.8,,0.9,-1
3/18/16,Dallas,112,Golden State,130,-9,-7.78,-7.78,-7.35,-8.03,-8.5,-9.86,-5.8,-8.15,-4,-6,-8.28,-8.56,-8,-7.74,-7.2,,-7.22,-9
